Serial.no,Century,Region,Level,Sub_level,Records,data_type,data_source,material,Proxy,Record,Variable,Avg,abs_4_negative,log,z_score_cal,Mean,Mean_n,sd_100,Latitude,Longitude,Elevation..m.,Zone,Group,abs_4_log_R,log_value_R,z_score_R,exp_log_R,sub_zone,,,
5637,1100,Europe,Land,3,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.033165101,NA,NA,NA,NA,0.282385266,0.280311032,47.09,11.67,,Mid-Latitude,NA,1.050863865,0.049612554,0.288428947,1.050863865,West,,,
5638,1200,Europe,Land,3,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,-0.017698764,NA,NA,NA,NA,-1.769122283,0.250202259,47.09,11.67,,Mid-Latitude,NA,1,-1.11E-16,-1.778525161,1,West,,,
5639,1300,Europe,Land,3,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.051742253,NA,NA,NA,NA,1.03166315,0.271956085,47.09,11.67,,Mid-Latitude,NA,1.069441017,0.067136098,1.018493354,1.069441017,West,,,
5640,800,Europe,Land,4,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.018657461,NA,NA,NA,NA,-0.376787798,0.251148354,42.69405,-3.9446,,Mid-Latitude,NA,0.018657461,-3.981509159,-0.343603298,0.018657461,West,,,
5641,900,Europe,Land,4,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.019161319,NA,NA,NA,NA,-0.347897344,0.297827994,42.69405,-3.9446,,Mid-Latitude,NA,0.019161319,-3.954861667,-0.290095675,0.019161319,West,,,
5642,1000,Europe,Land,4,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.018808687,NA,NA,NA,NA,-0.368116731,0.233183121,42.69405,-3.9446,,Mid-Latitude,NA,0.018808687,-3.973436441,-0.327393444,0.018808687,West,,,
5643,1100,Europe,Land,4,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.060767216,NA,NA,NA,NA,2.037724813,0.267344489,42.69405,-3.9446,,Mid-Latitude,NA,0.060767216,-2.800704846,2.02742781,0.060767216,West,,,
5644,1200,Europe,Land,4,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.017632805,NA,NA,NA,NA,-0.435540124,0.280095385,42.69405,-3.9446,,Mid-Latitude,NA,0.017632805,-4.037994191,-0.457024097,0.017632805,West,,,
5645,1300,Europe,Land,4,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.016344968,NA,NA,NA,NA,-0.509382816,0.268812894,42.69405,-3.9446,,Mid-Latitude,NA,0.016344968,-4.113835197,-0.609311297,0.016344968,West,,,
5646,800,Europe,Land,5,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.038028909,NA,NA,NA,NA,0.985021126,0.229379069,50.1167,6.8833,,Mid-Latitude,NA,0.038028909,-3.269408645,1.003711772,0.038028909,West,,,
5647,900,Europe,Land,5,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.013737117,NA,NA,NA,NA,-0.921673412,0.288915718,50.1167,6.8833,,Mid-Latitude,NA,0.013737117,-4.28765384,-1.01567557,0.013737117,West,,,
5648,1000,Europe,Land,5,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.013503897,NA,NA,NA,NA,-0.939979176,0.248497576,50.1167,6.8833,,Mid-Latitude,NA,0.013503897,-4.304776969,-1.049634218,0.013503897,West,,,
5649,1100,Europe,Land,5,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.025893197,NA,NA,NA,NA,0.032473202,0.281685828,50.1167,6.8833,,Mid-Latitude,NA,0.025893197,-3.653775009,0.241435089,0.025893197,West,,,
5650,1200,Europe,Land,5,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.018311326,NA,NA,NA,NA,-0.562637722,0.252838454,50.1167,6.8833,,Mid-Latitude,NA,0.018311326,-4.000235503,-0.445666546,0.018311326,West,,,
5651,1300,Europe,Land,5,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.043402432,NA,NA,NA,NA,1.406795983,0.266787127,50.1167,6.8833,,Mid-Latitude,NA,0.043402432,-3.137239803,1.265829472,0.043402432,West,,,
5652,800,Europe,Land,6,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.017481469,NA,NA,NA,NA,-1.004287067,0.221234323,50.1,5.5,,Mid-Latitude,NA,0.017481469,-4.046613873,-0.935659406,0.017481469,West,,,
5653,900,Europe,Land,6,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.038854969,NA,NA,NA,NA,0.615278901,0.279584732,50.1,5.5,,Mid-Latitude,NA,0.038854969,-3.247919308,0.655679457,0.038854969,West,,,
5654,1000,Europe,Land,6,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.028464281,NA,NA,NA,NA,-0.172070109,0.258573022,50.1,5.5,,Mid-Latitude,NA,0.028464281,-3.559105276,0.035664816,0.028464281,West,,,
5655,1100,Europe,Land,6,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.040634234,NA,NA,NA,NA,0.750101742,0.267639507,50.1,5.5,,Mid-Latitude,NA,0.040634234,-3.203144366,0.744890163,0.040634234,West,,,
5656,1200,Europe,Land,6,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.01331749,NA,NA,NA,NA,-1.319810407,0.26724914,50.1,5.5,,Mid-Latitude,NA,0.01331749,-4.31867707,-1.477724868,0.01331749,West,,,
5657,1300,Europe,Land,6,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.045658157,NA,NA,NA,NA,1.130786941,0.250470379,50.1,5.5,,Mid-Latitude,NA,0.045658157,-3.086573002,0.977149839,0.045658157,West,,,
5658,1000,Europe,Land,7,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,-0.006723553,NA,NA,NA,NA,-1.406351839,0.266114696,49.5,20,,Mid-Latitude,NA,1,0,-1.319302157,1,East,,,
5659,1100,Europe,Land,7,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.037843402,NA,NA,NA,NA,1.305380962,0.280510182,49.5,20,,Mid-Latitude,NA,1.044566955,0.043602402,1.091064631,1.044566955,East,,,
5660,1200,Europe,Land,7,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.022270361,NA,NA,NA,NA,0.357819581,0.31150536,49.5,20,,Mid-Latitude,NA,1.028993914,0.028581542,0.260702536,1.028993914,East,,,
5661,1300,Europe,Land,7,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.01682778,NA,NA,NA,NA,0.026658849,0.246898152,49.5,20,,Mid-Latitude,NA,1.023551333,0.023278279,-0.032465009,1.023551333,East,,,
5662,900,Europe,Land,8,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.022714293,NA,NA,NA,NA,0.103442947,0.307873693,68.2,19.8,,High-Latitude,NA,1.027099053,0.026738375,0.429804313,1.027099053,East,,,
5663,1000,Europe,Land,8,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,-0.00438476,NA,NA,NA,NA,-1.715191253,0.229578324,68.2,19.8,,High-Latitude,NA,1,0,-1.700676408,1,East,,,
5664,1100,Europe,Land,8,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.028481299,NA,NA,NA,NA,0.490470274,0.28747053,68.2,19.8,,High-Latitude,NA,1.032866059,0.03233752,0.875937226,1.032866059,East,,,
5665,1200,Europe,Land,8,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.022260473,NA,NA,NA,NA,0.072986816,0.296148854,68.2,19.8,,High-Latitude,NA,1.026645233,0.026296431,0.394590758,1.026645233,East,,,
5666,1300,Europe,Land,8,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.017193229,NA,NA,NA,NA,-0.267079113,0.30091758,68.2,19.8,,High-Latitude,NA,1.021577989,0.02134848,0.000344111,1.021577989,East,,,
5667,800,Europe,Land,9,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.03359574,NA,NA,NA,NA,0.451145591,0.272651068,47.5,12.5,,Mid-Latitude,NA,1.041778498,0.040929347,0.452415062,1.041778498,West,,,
5668,900,Europe,Land,9,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.044099236,NA,NA,NA,NA,1.035915314,0.301145814,47.5,12.5,,Mid-Latitude,NA,1.052281994,0.050961134,1.024290918,1.052281994,West,,,
5669,1000,Europe,Land,9,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.024029645,NA,NA,NA,NA,-0.081435486,0.241596719,47.5,12.5,,Mid-Latitude,NA,1.032212403,0.031704463,-0.073462197,1.032212403,West,,,
5670,1100,Europe,Land,9,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.025860489,NA,NA,NA,NA,0.020494627,0.28024614,47.5,12.5,,Mid-Latitude,NA,1.034043247,0.0334766,0.027560944,1.034043247,West,,,
5671,1200,Europe,Land,9,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,-0.008182758,NA,NA,NA,NA,-1.874822941,0.291188085,47.5,12.5,,Mid-Latitude,NA,1,0,-1.880818886,1,West,,,
5672,1300,Europe,Land,9,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.033551865,NA,NA,NA,NA,0.448702894,0.271072616,47.5,12.5,,Mid-Latitude,NA,1.041734623,0.04088723,0.45001416,1.041734623,West,,,
5673,800,Europe,Land,10,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.024302187,NA,NA,NA,NA,-0.804438244,0.238888468,63,14.05,,High-Latitude,NA,0.024302187,-3.717188933,-0.262912793,0.024302187,West,,,
5674,900,Europe,Land,10,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.056375643,NA,NA,NA,NA,0.585671556,0.273778673,63,14.05,,High-Latitude,NA,0.056375643,-2.875718075,0.535179162,0.056375643,West,,,
5675,1000,Europe,Land,10,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.058402838,NA,NA,NA,NA,0.673533083,0.260049969,63,14.05,,High-Latitude,NA,0.058402838,-2.840390794,0.568685276,0.058402838,West,,,
5676,1100,Europe,Land,10,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.056573144,NA,NA,NA,NA,0.594231507,0.25162246,63,14.05,,High-Latitude,NA,0.056573144,-2.872220894,0.538496059,0.056573144,West,,,
5677,1200,Europe,Land,10,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.004187965,NA,NA,NA,NA,-1.676217611,0.269297349,63,14.05,,High-Latitude,NA,0.004187965,-5.475540343,-1.930618931,0.004187965,West,,,
5678,1300,Europe,Land,10,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.057334268,NA,NA,NA,NA,0.627219708,0.28400783,63,14.05,,High-Latitude,NA,0.057334268,-2.858856789,0.551171227,0.057334268,West,,,
5679,800,Europe,Land,11,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.028205575,NA,NA,NA,NA,0.543874645,0.248366854,68.5,27.5,,High-Latitude,NA,1.040859604,0.040046914,0.544229628,1.040859604,East,,,
5680,900,Europe,Land,11,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.031350036,NA,NA,NA,NA,0.718517067,0.274970939,68.5,27.5,,High-Latitude,NA,1.044004065,0.043063383,0.715572251,1.044004065,East,,,
5681,1000,Europe,Land,11,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.005571035,NA,NA,NA,NA,-0.713240715,0.251482704,68.5,27.5,,High-Latitude,NA,1.018225064,0.018060978,-0.704623869,1.018225064,East,,,
5682,1100,Europe,Land,11,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.030287356,NA,NA,NA,NA,0.659496146,0.283770665,68.5,27.5,,High-Latitude,NA,1.042941385,0.042044976,0.657724301,1.042941385,East,,,
5683,1200,Europe,Land,11,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,-0.012654029,NA,NA,NA,NA,-1.725455177,0.237312368,68.5,27.5,,High-Latitude,NA,1,-1.11E-16,-1.730530424,1,East,,,
5684,1300,Europe,Land,11,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.027718237,NA,NA,NA,NA,0.516808034,0.25984062,68.5,27.5,,High-Latitude,NA,1.040372266,0.039578597,0.517628114,1.040372266,East,,,
5685,800,Europe,Land,12,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.011136562,NA,NA,NA,NA,0.096280468,0.235376139,68.15,24.375,,High-Latitude,NA,1.036109889,0.035473209,0.102761409,1.036109889,East,,,
5686,900,Europe,Land,12,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.029599556,NA,NA,NA,NA,1.098785841,0.280521843,68.15,24.375,,High-Latitude,NA,1.054572883,0.053135835,1.085683528,1.054572883,East,,,
5687,1000,Europe,Land,12,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,-0.024973327,NA,NA,NA,NA,-1.864417678,0.21753465,68.15,24.375,,High-Latitude,NA,1,0,-1.871316586,1,East,,,
5688,1100,Europe,Land,12,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.010327417,NA,NA,NA,NA,0.052345422,0.291797669,68.15,24.375,,High-Latitude,NA,1.035300744,0.034691958,0.059284966,1.035300744,East,,,
5689,1200,Europe,Land,12,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.019446974,NA,NA,NA,NA,0.547519976,0.263201938,68.15,24.375,,High-Latitude,NA,1.044420301,0.043461996,0.547336036,1.044420301,East,,,
5690,1300,Europe,Land,12,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.010643092,NA,NA,NA,NA,0.06948597,0.29492552,68.15,24.375,,High-Latitude,NA,1.035616419,0.034996823,0.076250647,1.035616419,East,,,
5691,800,Europe,Land,13,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.031396641,NA,NA,NA,NA,0.317391202,0.259864973,62.325,28.325,,High-Latitude,NA,1.063130293,0.061217663,0.323422872,1.063130293,East,,,
5692,900,Europe,Land,13,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.036329683,NA,NA,NA,NA,0.48382805,0.288408169,62.325,28.325,,High-Latitude,NA,1.068063335,0.065847041,0.485748169,1.068063335,East,,,
5693,1000,Europe,Land,13,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.01025232,NA,NA,NA,NA,-0.396001019,0.246908775,62.325,28.325,,High-Latitude,NA,1.041985972,0.041128481,-0.380987572,1.041985972,East,,,
5694,1100,Europe,Land,13,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.052953791,NA,NA,NA,NA,1.044711947,0.294686814,62.325,28.325,,High-Latitude,NA,1.084687443,0.081291875,1.027308387,1.084687443,East,,,
5695,1200,Europe,Land,13,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,-0.031733652,NA,NA,NA,NA,-1.812573618,0.251588623,62.325,28.325,,High-Latitude,NA,1,0,-1.823123497,1,East,,,
5696,1300,Europe,Land,13,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.032737877,NA,NA,NA,NA,0.362643438,0.278150248,62.325,28.325,,High-Latitude,NA,1.064471529,0.062478459,0.367631642,1.064471529,East,,,
5697,800,Europe,Land,14,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.059130368,NA,NA,NA,NA,0.85463411,0.225593879,68.26,19.625,,High-Latitude,NA,0.059130368,-2.828010646,0.958677442,0.059130368,East,,,
5698,900,Europe,Land,14,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.033376415,NA,NA,NA,NA,-0.35927126,0.267772977,68.26,19.625,,High-Latitude,NA,0.033376415,-3.399905766,-0.207500735,0.033376415,East,,,
5699,1000,Europe,Land,14,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.026191872,NA,NA,NA,NA,-0.697912678,0.26278817,68.26,19.625,,High-Latitude,NA,0.026191872,-3.642306145,-0.701790724,0.026191872,East,,,
5700,1100,Europe,Land,14,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.031578348,NA,NA,NA,NA,-0.444022664,0.265704765,68.26,19.625,,High-Latitude,NA,0.031578348,-3.455283583,-0.320424241,0.031578348,East,,,
5701,1200,Europe,Land,14,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.020823893,NA,NA,NA,NA,-0.950930861,0.263400313,68.26,19.625,,High-Latitude,NA,0.020823893,-3.87165425,-1.169465206,0.020823893,East,,,
5702,1300,Europe,Land,14,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.074890921,NA,NA,NA,NA,1.597503353,0.281268059,68.26,19.625,,High-Latitude,NA,0.074890921,-2.591722611,1.440503463,0.074890921,East,,,
5703,800,Europe,Land,15,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.015883679,NA,NA,NA,NA,-0.440680639,0.227830144,68.625,24.685,,High-Latitude,NA,0.015883679,-4.142463175,-0.300414945,0.015883679,East,,,
5704,900,Europe,Land,15,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.018818902,NA,NA,NA,NA,-0.155065588,0.271473823,68.625,24.685,,High-Latitude,NA,0.018818902,-3.972893489,0.040272774,0.018818902,East,,,
5705,1000,Europe,Land,15,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.008400524,NA,NA,NA,NA,-1.16883724,0.25125138,68.625,24.685,,High-Latitude,NA,0.008400524,-4.779461194,-1.580227433,0.008400524,East,,,
5706,1100,Europe,Land,15,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.039249049,NA,NA,NA,NA,1.832912129,0.289242462,68.625,24.685,,High-Latitude,NA,0.039249049,-3.237828064,1.517115528,0.039249049,East,,,
5707,1200,Europe,Land,15,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.018377841,NA,NA,NA,NA,-0.197983545,0.257166426,68.625,24.685,,High-Latitude,NA,0.018377841,-3.996609634,-0.007376069,0.018377841,East,,,
5708,1300,Europe,Land,15,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.021744931,NA,NA,NA,NA,0.129654883,0.261334299,68.625,24.685,,High-Latitude,NA,0.021744931,-3.828374606,0.330630145,0.021744931,East,,,
5709,900,Europe,Land,16,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.003107744,NA,NA,NA,NA,-0.984807024,0.287200281,52.5,1,,Mid-Latitude,NA,0.003107744,-5.773858218,-1.464954067,0.003107744,West,,,
5710,1000,Europe,Land,16,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.028449599,NA,NA,NA,NA,0.027676293,0.237130552,52.5,1,,Mid-Latitude,NA,0.028449599,-3.559621213,0.43870664,0.028449599,West,,,
5711,1100,Europe,Land,16,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.074475653,NA,NA,NA,NA,1.866555503,0.300625876,52.5,1,,Mid-Latitude,NA,0.074475653,-2.597283012,1.266064062,0.074475653,West,,,
5712,1200,Europe,Land,16,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.017120831,NA,NA,NA,NA,-0.424942073,0.283651649,52.5,1,,Mid-Latitude,NA,0.017120831,-4.06745937,0.002099564,0.017120831,West,,,
5713,1300,Europe,Land,16,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.012890231,NA,NA,NA,NA,-0.593967235,0.283872562,52.5,1,,Mid-Latitude,NA,0.012890231,-4.351285541,-0.241916198,0.012890231,West,,,
5714,800,Europe,Land,17,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.027612298,NA,NA,NA,NA,-1.040993132,0.241199593,50.05,10.2,,Mid-Latitude,NA,0.027612298,-3.589494026,-1.146353711,0.027612298,West,,,
5715,900,Europe,Land,17,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.057641669,NA,NA,NA,NA,1.518267003,0.2997113,50.05,10.2,,Mid-Latitude,NA,0.057641669,-2.853509553,1.402094,0.057641669,West,,,
5716,1000,Europe,Land,17,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.031178662,NA,NA,NA,NA,-0.737048956,0.24884867,50.05,10.2,,Mid-Latitude,NA,0.031178662,-3.468021328,-0.725737748,0.031178662,West,,,
5717,1100,Europe,Land,17,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.048607392,NA,NA,NA,NA,0.748318601,0.30160168,50.05,10.2,,Mid-Latitude,NA,0.048607392,-3.023979661,0.811817747,0.048607392,West,,,
5718,1200,Europe,Land,17,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.031788342,NA,NA,NA,NA,-0.685088802,0.24246212,50.05,10.2,,Mid-Latitude,NA,0.031788342,-3.44865566,-0.658681452,0.031788342,West,,,
5719,1300,Europe,Land,17,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.042133096,NA,NA,NA,NA,0.196545286,0.260009244,50.05,10.2,,Mid-Latitude,NA,0.042133096,-3.166921719,0.316861163,0.042133096,West,,,
5720,900,Europe,Land,18,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,-0.016168342,NA,NA,NA,NA,-1.957908376,0.303389467,51.6,-1.75,,Mid-Latitude,NA,1,0,-1.78275504,1,West,,,
5721,1000,Europe,Land,18,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.026919308,NA,NA,NA,NA,0.540612871,0.273682747,51.6,-1.75,,Mid-Latitude,NA,1.04308765,0.042185209,0.458062075,1.04308765,West,,,
5722,1100,Europe,Land,18,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.02503293,NA,NA,NA,NA,0.43122761,0.303085666,51.6,-1.75,,Mid-Latitude,NA,1.041201272,0.040375116,0.361912554,1.041201272,West,,,
5723,1200,Europe,Land,18,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.025540926,NA,NA,NA,NA,0.460684736,0.264846997,51.6,-1.75,,Mid-Latitude,NA,1.041709268,0.040862891,0.387822463,1.041709268,West,,,
5724,1300,Europe,Land,18,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.029217317,NA,NA,NA,NA,0.673867396,0.250215911,51.6,-1.75,,Mid-Latitude,NA,1.045385659,0.044385869,0.574957948,1.045385659,West,,,
5725,800,Europe,Land,19,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.02424199,NA,NA,NA,NA,-0.269299893,0.235137467,53.5,-8,,Mid-Latitude,NA,0.02424199,-3.719669025,-0.105082177,0.02424199,West,,,
5726,900,Europe,Land,19,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.040625823,NA,NA,NA,NA,1.400696383,0.270417431,53.5,-8,,Mid-Latitude,NA,0.040625823,-3.20335138,1.19241634,0.040625823,West,,,
5727,1000,Europe,Land,19,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.013023496,NA,NA,NA,NA,-1.412795614,0.256628295,53.5,-8,,Mid-Latitude,NA,0.013023496,-4.341000168,-1.666478043,0.013023496,West,,,
5728,1100,Europe,Land,19,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.035477844,NA,NA,NA,NA,0.875965358,0.288831513,53.5,-8,,Mid-Latitude,NA,0.035477844,-3.33884689,0.851918151,0.035477844,West,,,
5729,1200,Europe,Land,19,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.025074499,NA,NA,NA,NA,-0.184442631,0.282749453,53.5,-8,,Mid-Latitude,NA,0.025074499,-3.685903925,-0.020230986,0.025074499,West,,,
5730,1300,Europe,Land,19,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.02286041,NA,NA,NA,NA,-0.410123602,0.28741268,53.5,-8,,Mid-Latitude,NA,0.02286041,-3.778348686,-0.252543285,0.02286041,West,,,
5731,800,Europe,Land,20,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.010058652,NA,NA,NA,NA,-0.350549869,0.267566413,55.5,-2.75,,Mid-Latitude,NA,1.016532734,0.016397556,-0.344033539,1.016532734,West,,,
5732,900,Europe,Land,20,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.017706629,NA,NA,NA,NA,0.011591425,0.287461586,55.5,-2.75,,Mid-Latitude,NA,1.024180711,0.023892987,0.020203629,1.024180711,West,,,
5733,1000,Europe,Land,20,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,-0.001223115,NA,NA,NA,NA,-0.884755649,0.248195707,55.5,-2.75,,Mid-Latitude,NA,1.005250967,0.005237229,-0.88636478,1.005250967,West,,,
5734,1100,Europe,Land,20,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.045006863,NA,NA,NA,NA,1.304291714,0.28110536,55.5,-2.75,,Mid-Latitude,NA,1.051480945,0.050199594,1.298561742,1.051480945,West,,,
5735,1200,Europe,Land,20,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,-0.006474082,NA,NA,NA,NA,-1.133395534,0.263551607,55.5,-2.75,,Mid-Latitude,NA,1,0,-1.140865624,1,West,,,
5736,1300,Europe,Land,20,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.039696047,NA,NA,NA,NA,1.052817913,0.25458798,55.5,-2.75,,Mid-Latitude,NA,1.046170129,0.045136,1.052498572,1.046170129,West,,,
5737,1000,Europe,Land,21,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.039447861,NA,NA,NA,NA,0.846149031,0.272346882,54.364592,16.4902,,Mid-Latitude,NA,0.039447861,-3.232775454,0.737495334,0.039447861,East,,,
5738,1100,Europe,Land,21,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.019367954,NA,NA,NA,NA,-0.093917688,0.298984603,54.364592,16.4902,,Mid-Latitude,NA,0.019367954,-3.944135434,-0.703086381,0.019367954,East,,,
5739,1200,Europe,Land,21,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.016665225,NA,NA,NA,NA,-0.220449438,0.290040615,54.364592,16.4902,,Mid-Latitude,NA,0.016665225,-4.094431066,-1.007451462,0.016665225,East,,,
5740,1300,Europe,Land,21,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.044313667,NA,NA,NA,NA,1.073948039,0.254283583,54.364592,16.4902,,Mid-Latitude,NA,0.044313667,-3.116462139,0.973042509,0.044313667,East,,,
5741,1000,Europe,Land,22,SPEI,PHYDA point spei,PHYDA,,,PHYDA point spei,SPEI,0.013353504,NA,NA,NA,NA,-0.347011637,0.240510565,53.424361,18.083389,,Mid-Latitude,NA,1.019007307,0.018828925,-0.166318474,1.019007307,East,,,
